"","PLAYER","TEAM","POSITION","center","forward","guard","GP","MIN","2FGM","2FG%","3PM","3P%","FTM","FT%","%midrange","%3points","%inthepaint","DFGM","DIFF%","DEFLECTIONS","CONTESTED SHOTS","LOOSE BALLS RECOVERED","STL","AST","BLK","OREB","DREB","PCs","score"
"651","Joakim Noah","MEM","C",TRUE,FALSE,FALSE,42,16.5,2.6,51.9,0,0,1.9,71.6,2.7,0,71.1,3.7,-6.1,0.9,5.7,0.6,0.5,2.1,0.7,1.4,4.3,"others1",-0.160903626472918
"652","Joakim Noah","MEM","C",TRUE,FALSE,FALSE,42,16.5,2.6,51.9,0,0,1.9,71.6,2.7,0,71.1,3.7,-6.1,0.9,5.7,0.6,0.5,2.1,0.7,1.4,4.3,"others2",-1.59163445754329
"653","Jodie Meeks","TOR","G",FALSE,FALSE,TRUE,8,13,1.6,61.9,1,44.4,0.1,100,7.8,47.1,43.1,2.1,17.8,0.5,1.4,0.3,0.1,1,0.1,0.1,1.4,"shooting1",1.02206078882591
"654","Jodie Meeks","TOR","G",FALSE,FALSE,TRUE,8,13,1.6,61.9,1,44.4,0.1,100,7.8,47.1,43.1,2.1,17.8,0.5,1.4,0.3,0.1,1,0.1,0.1,1.4,"shooting2",-0.140709116643403
"655","Jodie Meeks","TOR","G",FALSE,FALSE,TRUE,8,13,1.6,61.9,1,44.4,0.1,100,7.8,47.1,43.1,2.1,17.8,0.5,1.4,0.3,0.1,1,0.1,0.1,1.4,"others1",3.95078168815844
"656","Jodie Meeks","TOR","G",FALSE,FALSE,TRUE,8,13,1.6,61.9,1,44.4,0.1,100,7.8,47.1,43.1,2.1,17.8,0.5,1.4,0.3,0.1,1,0.1,0.1,1.4,"others2",1.06033850837551
"657","Joe Ingles","UTA","F",FALSE,TRUE,FALSE,82,31.3,2.1,54,2.3,39.3,1.1,70.7,2.8,57,31.4,4.7,2.1,2.6,4.8,1,1.2,5.7,0.2,0.4,3.6,"shooting1",1.62910455480701
"658","Joe Ingles","UTA","F",FALSE,TRUE,FALSE,82,31.3,2.1,54,2.3,39.3,1.1,70.7,2.8,57,31.4,4.7,2.1,2.6,4.8,1,1.2,5.7,0.2,0.4,3.6,"shooting2",-0.242876907188665
"659","Joe Ingles","UTA","F",FALSE,TRUE,FALSE,82,31.3,2.1,54,2.3,39.3,1.1,70.7,2.8,57,31.4,4.7,2.1,2.6,4.8,1,1.2,5.7,0.2,0.4,3.6,"others1",-1.37113721525087
"660","Joe Ingles","UTA","F",FALSE,TRUE,FALSE,82,31.3,2.1,54,2.3,39.3,1.1,70.7,2.8,57,31.4,4.7,2.1,2.6,4.8,1,1.2,5.7,0.2,0.4,3.6,"others2",2.70786846640743
"661","John Henson","CLE","F",FALSE,TRUE,FALSE,14,13.5,1.4,55.6,0.8,35.5,0.4,60,0,41.8,50.6,2.6,-14.3,0.6,6.6,0.9,0.5,1,0.8,1.1,3.9,"shooting1",-0.441043773404938
"662","John Henson","CLE","F",FALSE,TRUE,FALSE,14,13.5,1.4,55.6,0.8,35.5,0.4,60,0,41.8,50.6,2.6,-14.3,0.6,6.6,0.9,0.5,1,0.8,1.1,3.9,"shooting2",-1.64355721334623
"663","John Henson","CLE","F",FALSE,TRUE,FALSE,14,13.5,1.4,55.6,0.8,35.5,0.4,60,0,41.8,50.6,2.6,-14.3,0.6,6.6,0.9,0.5,1,0.8,1.1,3.9,"others1",-0.0785663229594559
"664","John Henson","CLE","F",FALSE,TRUE,FALSE,14,13.5,1.4,55.6,0.8,35.5,0.4,60,0,41.8,50.6,2.6,-14.3,0.6,6.6,0.9,0.5,1,0.8,1.1,3.9,"others2",-2.29597174868481
"665","John Jenkins","NYK","G",FALSE,FALSE,TRUE,26,12.8,0.8,43.5,0.8,37.3,0.6,83.3,21.5,54.5,11.6,1.6,2.4,0.3,1.9,0.3,0,0.8,0.1,0.2,1.2,"shooting1",2.49229828226959
"666","John Jenkins","NYK","G",FALSE,FALSE,TRUE,26,12.8,0.8,43.5,0.8,37.3,0.6,83.3,21.5,54.5,11.6,1.6,2.4,0.3,1.9,0.3,0,0.8,0.1,0.2,1.2,"shooting2",-0.81743409262323
"667","John Jenkins","NYK","G",FALSE,FALSE,TRUE,26,12.8,0.8,43.5,0.8,37.3,0.6,83.3,21.5,54.5,11.6,1.6,2.4,0.3,1.9,0.3,0,0.8,0.1,0.2,1.2,"others1",3.84472499388165
"668","John Jenkins","NYK","G",FALSE,FALSE,TRUE,26,12.8,0.8,43.5,0.8,37.3,0.6,83.3,21.5,54.5,11.6,1.6,2.4,0.3,1.9,0.3,0,0.8,0.1,0.2,1.2,"others2",-0.344276206748755
"669","John Wall","WAS","G",FALSE,FALSE,TRUE,32,34.5,6.1,50.7,1.6,30.2,3.8,69.7,13.3,23.1,45.2,5.6,2.4,2.8,6.9,1.4,1.5,8.7,0.9,0.5,3.2,"shooting1",-0.636783528110842
"670","John Wall","WAS","G",FALSE,FALSE,TRUE,32,34.5,6.1,50.7,1.6,30.2,3.8,69.7,13.3,23.1,45.2,5.6,2.4,2.8,6.9,1.4,1.5,8.7,0.9,0.5,3.2,"shooting2",2.35605918616277
"671","John Wall","WAS","G",FALSE,FALSE,TRUE,32,34.5,6.1,50.7,1.6,30.2,3.8,69.7,13.3,23.1,45.2,5.6,2.4,2.8,6.9,1.4,1.5,8.7,0.9,0.5,3.2,"others1",-3.50820332630545
"672","John Wall","WAS","G",FALSE,FALSE,TRUE,32,34.5,6.1,50.7,1.6,30.2,3.8,69.7,13.3,23.1,45.2,5.6,2.4,2.8,6.9,1.4,1.5,8.7,0.9,0.5,3.2,"others2",3.20673495267387
"673","Johnathan Williams","LAL","F",FALSE,TRUE,FALSE,24,15.5,2.6,60,0,0,1.1,56.3,2.5,0,80.3,3.5,-1.9,0.9,5.2,0.5,0.3,0.5,0.3,2,2.1,"shooting1",-4.60451272080769
"674","Johnathan Williams","LAL","F",FALSE,TRUE,FALSE,24,15.5,2.6,60,0,0,1.1,56.3,2.5,0,80.3,3.5,-1.9,0.9,5.2,0.5,0.3,0.5,0.3,2,2.1,"shooting2",-1.33761575870089
"675","Johnathan Williams","LAL","F",FALSE,TRUE,FALSE,24,15.5,2.6,60,0,0,1.1,56.3,2.5,0,80.3,3.5,-1.9,0.9,5.2,0.5,0.3,0.5,0.3,2,2.1,"others1",1.07146416604455
"676","Johnathan Williams","LAL","F",FALSE,TRUE,FALSE,24,15.5,2.6,60,0,0,1.1,56.3,2.5,0,80.3,3.5,-1.9,0.9,5.2,0.5,0.3,0.5,0.3,2,2.1,"others2",-1.5899467231118
"677","Jonah Bolden","PHI","F",FALSE,TRUE,FALSE,44,14.5,1.1,69.7,0.8,35.1,0.3,48.1,1,49.3,43.5,3.1,-4.6,0.9,4.6,0.4,0.4,0.9,0.9,1.1,2.7,"shooting1",-0.777407051267405
"678","Jonah Bolden","PHI","F",FALSE,TRUE,FALSE,44,14.5,1.1,69.7,0.8,35.1,0.3,48.1,1,49.3,43.5,3.1,-4.6,0.9,4.6,0.4,0.4,0.9,0.9,1.1,2.7,"shooting2",-1.88782547991266
"679","Jonah Bolden","PHI","F",FALSE,TRUE,FALSE,44,14.5,1.1,69.7,0.8,35.1,0.3,48.1,1,49.3,43.5,3.1,-4.6,0.9,4.6,0.4,0.4,0.9,0.9,1.1,2.7,"others1",0.9097932955789
"680","Jonah Bolden","PHI","F",FALSE,TRUE,FALSE,44,14.5,1.1,69.7,0.8,35.1,0.3,48.1,1,49.3,43.5,3.1,-4.6,0.9,4.6,0.4,0.4,0.9,0.9,1.1,2.7,"others2",-1.74000470479603
"681","Jonas Jerebko","GSW","F",FALSE,TRUE,FALSE,73,16.7,1.3,56.6,0.9,36.4,0.9,80,8.7,45.1,32.2,2.9,-0.3,0.5,4.2,0.5,0.4,1.3,0.2,1,3,"shooting1",0.770984569194527
"682","Jonas Jerebko","GSW","F",FALSE,TRUE,FALSE,73,16.7,1.3,56.6,0.9,36.4,0.9,80,8.7,45.1,32.2,2.9,-0.3,0.5,4.2,0.5,0.4,1.3,0.2,1,3,"shooting2",-0.630647824240886
"683","Jonas Jerebko","GSW","F",FALSE,TRUE,FALSE,73,16.7,1.3,56.6,0.9,36.4,0.9,80,8.7,45.1,32.2,2.9,-0.3,0.5,4.2,0.5,0.4,1.3,0.2,1,3,"others1",1.67704030350047
"684","Jonas Jerebko","GSW","F",FALSE,TRUE,FALSE,73,16.7,1.3,56.6,0.9,36.4,0.9,80,8.7,45.1,32.2,2.9,-0.3,0.5,4.2,0.5,0.4,1.3,0.2,1,3,"others2",-0.766166920278965
"685","Jonas Valanciunas","MEM","C",TRUE,FALSE,FALSE,49,22.3,5.8,58.5,0.3,29.2,3,79.5,6,5.5,69.2,6.3,-3.1,0.8,11.1,0.6,0.4,1.4,1.1,2.2,6.4,"shooting1",-2.67153939162948
"686","Jonas Valanciunas","MEM","C",TRUE,FALSE,FALSE,49,22.3,5.8,58.5,0.3,29.2,3,79.5,6,5.5,69.2,6.3,-3.1,0.8,11.1,0.6,0.4,1.4,1.1,2.2,6.4,"shooting2",1.70748752747388
"687","Jonas Valanciunas","MEM","C",TRUE,FALSE,FALSE,49,22.3,5.8,58.5,0.3,29.2,3,79.5,6,5.5,69.2,6.3,-3.1,0.8,11.1,0.6,0.4,1.4,1.1,2.2,6.4,"others1",-2.35960368806336
"688","Jonas Valanciunas","MEM","C",TRUE,FALSE,FALSE,49,22.3,5.8,58.5,0.3,29.2,3,79.5,6,5.5,69.2,6.3,-3.1,0.8,11.1,0.6,0.4,1.4,1.1,2.2,6.4,"others2",-3.39319721012624
"689","Jonathan Isaac","ORL","F",FALSE,TRUE,FALSE,75,26.6,2.4,51.5,1.2,32.3,1.5,81.5,10,35.8,38.9,4,-2.7,1.9,7.7,0.8,0.8,1.1,1.3,1.3,4.2,"shooting1",0.413300749855254
"690","Jonathan Isaac","ORL","F",FALSE,TRUE,FALSE,75,26.6,2.4,51.5,1.2,32.3,1.5,81.5,10,35.8,38.9,4,-2.7,1.9,7.7,0.8,0.8,1.1,1.3,1.3,4.2,"shooting2",0.127108365394025
"691","Jonathan Isaac","ORL","F",FALSE,TRUE,FALSE,75,26.6,2.4,51.5,1.2,32.3,1.5,81.5,10,35.8,38.9,4,-2.7,1.9,7.7,0.8,0.8,1.1,1.3,1.3,4.2,"others1",-1.5990116408295
"692","Jonathan Isaac","ORL","F",FALSE,TRUE,FALSE,75,26.6,2.4,51.5,1.2,32.3,1.5,81.5,10,35.8,38.9,4,-2.7,1.9,7.7,0.8,0.8,1.1,1.3,1.3,4.2,"others2",-1.35066413537938
"693","Jonathon Simmons","PHI","F",FALSE,TRUE,FALSE,56,19,1.9,42,0.5,26.7,1.3,74.2,11.5,23,45.9,3,0.8,0.9,3.3,0.6,0.5,2.3,0.3,0.5,1.8,"shooting1",-0.375356871876929
"694","Jonathon Simmons","PHI","F",FALSE,TRUE,FALSE,56,19,1.9,42,0.5,26.7,1.3,74.2,11.5,23,45.9,3,0.8,0.9,3.3,0.6,0.5,2.3,0.3,0.5,1.8,"shooting2",-0.695261359249118
"695","Jonathon Simmons","PHI","F",FALSE,TRUE,FALSE,56,19,1.9,42,0.5,26.7,1.3,74.2,11.5,23,45.9,3,0.8,0.9,3.3,0.6,0.5,2.3,0.3,0.5,1.8,"others1",1.67838177724896
"696","Jonathon Simmons","PHI","F",FALSE,TRUE,FALSE,56,19,1.9,42,0.5,26.7,1.3,74.2,11.5,23,45.9,3,0.8,0.9,3.3,0.6,0.5,2.3,0.3,0.5,1.8,"others2",0.28325908114475
"697","Jordan Bell","GSW","F",FALSE,TRUE,FALSE,68,11.6,1.4,51.9,0,0,0.4,61,19.7,0,69.1,3.3,1.8,0.7,5.2,0.4,0.3,1.1,0.8,0.8,1.9,"shooting1",-3.40699443713104
"698","Jordan Bell","GSW","F",FALSE,TRUE,FALSE,68,11.6,1.4,51.9,0,0,0.4,61,19.7,0,69.1,3.3,1.8,0.7,5.2,0.4,0.3,1.1,0.8,0.8,1.9,"shooting2",-1.53747688451304
"699","Jordan Bell","GSW","F",FALSE,TRUE,FALSE,68,11.6,1.4,51.9,0,0,0.4,61,19.7,0,69.1,3.3,1.8,0.7,5.2,0.4,0.3,1.1,0.8,0.8,1.9,"others1",1.43735899759201
"700","Jordan Bell","GSW","F",FALSE,TRUE,FALSE,68,11.6,1.4,51.9,0,0,0.4,61,19.7,0,69.1,3.3,1.8,0.7,5.2,0.4,0.3,1.1,0.8,0.8,1.9,"others2",-1.20531229492101
"701","Jordan Clarkson","CLE","G",FALSE,FALSE,TRUE,81,27.3,4.7,52.8,1.8,32.4,2,84.4,16.6,31.7,39.9,4,1.1,1.2,5.9,0.8,0.7,2.4,0.2,1,2.3,"shooting1",0.414663207822531
"702","Jordan Clarkson","CLE","G",FALSE,FALSE,TRUE,81,27.3,4.7,52.8,1.8,32.4,2,84.4,16.6,31.7,39.9,4,1.1,1.2,5.9,0.8,0.7,2.4,0.2,1,2.3,"shooting2",1.67356983871281
"703","Jordan Clarkson","CLE","G",FALSE,FALSE,TRUE,81,27.3,4.7,52.8,1.8,32.4,2,84.4,16.6,31.7,39.9,4,1.1,1.2,5.9,0.8,0.7,2.4,0.2,1,2.3,"others1",0.340014764208139
"704","Jordan Clarkson","CLE","G",FALSE,FALSE,TRUE,81,27.3,4.7,52.8,1.8,32.4,2,84.4,16.6,31.7,39.9,4,1.1,1.2,5.9,0.8,0.7,2.4,0.2,1,2.3,"others2",0.271749659707867
"705","Jordan McRae","WAS","G",FALSE,FALSE,TRUE,27,12.3,1.9,55.4,0.4,29.4,1,80,27.5,18.8,36.3,3.1,4.2,0.7,3.6,0.1,0.5,1.1,0.3,0.2,1.3,"shooting1",-0.271476522555611
"706","Jordan McRae","WAS","G",FALSE,FALSE,TRUE,27,12.3,1.9,55.4,0.4,29.4,1,80,27.5,18.8,36.3,3.1,4.2,0.7,3.6,0.1,0.5,1.1,0.3,0.2,1.3,"shooting2",0.0894025819020134
"707","Jordan McRae","WAS","G",FALSE,FALSE,TRUE,27,12.3,1.9,55.4,0.4,29.4,1,80,27.5,18.8,36.3,3.1,4.2,0.7,3.6,0.1,0.5,1.1,0.3,0.2,1.3,"others1",2.63991527618418
"708","Jordan McRae","WAS","G",FALSE,FALSE,TRUE,27,12.3,1.9,55.4,0.4,29.4,1,80,27.5,18.8,36.3,3.1,4.2,0.7,3.6,0.1,0.5,1.1,0.3,0.2,1.3,"others2",-0.106926850938558
"709","Jose Calderon","DET","G",FALSE,FALSE,TRUE,49,12.9,0.6,49.2,0.3,24.6,0.2,81.8,38.9,37.2,15.9,2.4,3.4,0.8,2.3,0.4,0.3,2.3,0.1,0.2,1,"shooting1",1.23536568376902
"710","Jose Calderon","DET","G",FALSE,FALSE,TRUE,49,12.9,0.6,49.2,0.3,24.6,0.2,81.8,38.9,37.2,15.9,2.4,3.4,0.8,2.3,0.4,0.3,2.3,0.1,0.2,1,"shooting2",-0.693140964991659
"711","Jose Calderon","DET","G",FALSE,FALSE,TRUE,49,12.9,0.6,49.2,0.3,24.6,0.2,81.8,38.9,37.2,15.9,2.4,3.4,0.8,2.3,0.4,0.3,2.3,0.1,0.2,1,"others1",2.87983861484053
"712","Jose Calderon","DET","G",FALSE,FALSE,TRUE,49,12.9,0.6,49.2,0.3,24.6,0.2,81.8,38.9,37.2,15.9,2.4,3.4,0.8,2.3,0.4,0.3,2.3,0.1,0.2,1,"others2",0.617518613892088
"713","Josh Hart","LAL","G",FALSE,FALSE,TRUE,67,25.6,1.4,51.1,1.4,33.6,0.8,68.8,2.3,52.6,34.7,4.8,-1.9,1.5,8.5,1,1,1.4,0.6,0.5,3.2,"shooting1",0.908780213238231
"714","Josh Hart","LAL","G",FALSE,FALSE,TRUE,67,25.6,1.4,51.1,1.4,33.6,0.8,68.8,2.3,52.6,34.7,4.8,-1.9,1.5,8.5,1,1,1.4,0.6,0.5,3.2,"shooting2",-1.13449558941106
"715","Josh Hart","LAL","G",FALSE,FALSE,TRUE,67,25.6,1.4,51.1,1.4,33.6,0.8,68.8,2.3,52.6,34.7,4.8,-1.9,1.5,8.5,1,1,1.4,0.6,0.5,3.2,"others1",-1.05034511369318
"716","Josh Hart","LAL","G",FALSE,FALSE,TRUE,67,25.6,1.4,51.1,1.4,33.6,0.8,68.8,2.3,52.6,34.7,4.8,-1.9,1.5,8.5,1,1,1.4,0.6,0.5,3.2,"others2",-0.129887532910608
"717","Josh Jackson","PHX","F",FALSE,TRUE,FALSE,79,25.2,3.5,44.6,0.9,32.4,1.8,67.1,11,24.1,49.2,4.7,1.5,1.4,6.2,0.8,0.9,2.3,0.7,0.8,3.6,"shooting1",-0.467642970600767
"718","Josh Jackson","PHX","F",FALSE,TRUE,FALSE,79,25.2,3.5,44.6,0.9,32.4,1.8,67.1,11,24.1,49.2,4.7,1.5,1.4,6.2,0.8,0.9,2.3,0.7,0.8,3.6,"shooting2",0.123407059677396
"719","Josh Jackson","PHX","F",FALSE,TRUE,FALSE,79,25.2,3.5,44.6,0.9,32.4,1.8,67.1,11,24.1,49.2,4.7,1.5,1.4,6.2,0.8,0.9,2.3,0.7,0.8,3.6,"others1",-0.704440332984672
"720","Josh Jackson","PHX","F",FALSE,TRUE,FALSE,79,25.2,3.5,44.6,0.9,32.4,1.8,67.1,11,24.1,49.2,4.7,1.5,1.4,6.2,0.8,0.9,2.3,0.7,0.8,3.6,"others2",0.0225036387981968
"721","Josh Okogie","MIN","G",FALSE,FALSE,TRUE,74,23.7,1.8,46.4,0.8,27.9,1.6,72.8,8.4,31.6,39.3,4.9,3.3,2.1,5.8,0.8,1.2,1.2,0.4,0.6,2.4,"shooting1",-0.0103944952902064
"722","Josh Okogie","MIN","G",FALSE,FALSE,TRUE,74,23.7,1.8,46.4,0.8,27.9,1.6,72.8,8.4,31.6,39.3,4.9,3.3,2.1,5.8,0.8,1.2,1.2,0.4,0.6,2.4,"shooting2",-0.585638499971359
"723","Josh Okogie","MIN","G",FALSE,FALSE,TRUE,74,23.7,1.8,46.4,0.8,27.9,1.6,72.8,8.4,31.6,39.3,4.9,3.3,2.1,5.8,0.8,1.2,1.2,0.4,0.6,2.4,"others1",-0.513476572097735
"724","Josh Okogie","MIN","G",FALSE,FALSE,TRUE,74,23.7,1.8,46.4,0.8,27.9,1.6,72.8,8.4,31.6,39.3,4.9,3.3,2.1,5.8,0.8,1.2,1.2,0.4,0.6,2.4,"others2",1.03838683938329
"725","Jrue Holiday","NOP","G",FALSE,FALSE,TRUE,67,35.8,6.4,53.9,1.8,32.5,3.1,76.8,7.7,24.9,52.7,7.5,0.4,3.1,8.6,1.5,1.6,7.7,0.8,1.1,3.9,"shooting1",-0.716443084580625
"726","Jrue Holiday","NOP","G",FALSE,FALSE,TRUE,67,35.8,6.4,53.9,1.8,32.5,3.1,76.8,7.7,24.9,52.7,7.5,0.4,3.1,8.6,1.5,1.6,7.7,0.8,1.1,3.9,"shooting2",2.32333507939209
"727","Jrue Holiday","NOP","G",FALSE,FALSE,TRUE,67,35.8,6.4,53.9,1.8,32.5,3.1,76.8,7.7,24.9,52.7,7.5,0.4,3.1,8.6,1.5,1.6,7.7,0.8,1.1,3.9,"others1",-4.7756592508821
"728","Jrue Holiday","NOP","G",FALSE,FALSE,TRUE,67,35.8,6.4,53.9,1.8,32.5,3.1,76.8,7.7,24.9,52.7,7.5,0.4,3.1,8.6,1.5,1.6,7.7,0.8,1.1,3.9,"others2",2.5827690102562
"729","Juancho Hernangomez","DEN","F",FALSE,TRUE,FALSE,70,19.4,1,54.5,0.9,36.5,0.9,76.7,2.5,48.5,32.8,3.4,-2.6,0.7,5.8,0.6,0.4,0.8,0.3,0.9,2.9,"shooting1",0.793710330727926
"730","Juancho Hernangomez","DEN","F",FALSE,TRUE,FALSE,70,19.4,1,54.5,0.9,36.5,0.9,76.7,2.5,48.5,32.8,3.4,-2.6,0.7,5.8,0.6,0.4,0.8,0.3,0.9,2.9,"shooting2",-1.07097745970971
"731","Juancho Hernangomez","DEN","F",FALSE,TRUE,FALSE,70,19.4,1,54.5,0.9,36.5,0.9,76.7,2.5,48.5,32.8,3.4,-2.6,0.7,5.8,0.6,0.4,0.8,0.3,0.9,2.9,"others1",1.1319375772017
"732","Juancho Hernangomez","DEN","F",FALSE,TRUE,FALSE,70,19.4,1,54.5,0.9,36.5,0.9,76.7,2.5,48.5,32.8,3.4,-2.6,0.7,5.8,0.6,0.4,0.8,0.3,0.9,2.9,"others2",-1.11164751784885
"733","Justin Jackson","DAL","F",FALSE,TRUE,FALSE,81,19.9,1.6,54.4,1.1,35.5,0.8,78.5,7.9,44.8,36.7,3.6,0.6,0.4,4.6,0.7,0.4,1.2,0.2,0.5,2.1,"shooting1",0.703339862732026
"734","Justin Jackson","DAL","F",FALSE,TRUE,FALSE,81,19.9,1.6,54.4,1.1,35.5,0.8,78.5,7.9,44.8,36.7,3.6,0.6,0.4,4.6,0.7,0.4,1.2,0.2,0.5,2.1,"shooting2",-0.60704324548226
"735","Justin Jackson","DAL","F",FALSE,TRUE,FALSE,81,19.9,1.6,54.4,1.1,35.5,0.8,78.5,7.9,44.8,36.7,3.6,0.6,0.4,4.6,0.7,0.4,1.2,0.2,0.5,2.1,"others1",1.70666818011119
"736","Justin Jackson","DAL","F",FALSE,TRUE,FALSE,81,19.9,1.6,54.4,1.1,35.5,0.8,78.5,7.9,44.8,36.7,3.6,0.6,0.4,4.6,0.7,0.4,1.2,0.2,0.5,2.1,"others2",-0.382889590540939
"737","Jusuf Nurkic","POR","C",TRUE,FALSE,FALSE,72,27.4,5.8,52.3,0,10.3,3.9,77.3,8,0.8,66.1,7.2,-5.4,1.8,12.8,1.1,1,3.2,1.4,3.4,7,"shooting1",-3.40021788360332
"738","Jusuf Nurkic","POR","C",TRUE,FALSE,FALSE,72,27.4,5.8,52.3,0,10.3,3.9,77.3,8,0.8,66.1,7.2,-5.4,1.8,12.8,1.1,1,3.2,1.4,3.4,7,"shooting2",1.63493015995599
"739","Jusuf Nurkic","POR","C",TRUE,FALSE,FALSE,72,27.4,5.8,52.3,0,10.3,3.9,77.3,8,0.8,66.1,7.2,-5.4,1.8,12.8,1.1,1,3.2,1.4,3.4,7,"others1",-5.37292061381272
"740","Jusuf Nurkic","POR","C",TRUE,FALSE,FALSE,72,27.4,5.8,52.3,0,10.3,3.9,77.3,8,0.8,66.1,7.2,-5.4,1.8,12.8,1.1,1,3.2,1.4,3.4,7,"others2",-2.80944100322259
"741","Kadeem Allen","NYK","G",FALSE,FALSE,TRUE,19,21.9,2.5,46.2,0.9,47.2,2.2,77.8,9.5,27,41.3,3.4,2.5,1.5,3.8,0.9,0.8,4,0.2,0.4,2.3,"shooting1",0.649173654066987
"742","Kadeem Allen","NYK","G",FALSE,FALSE,TRUE,19,21.9,2.5,46.2,0.9,47.2,2.2,77.8,9.5,27,41.3,3.4,2.5,1.5,3.8,0.9,0.8,4,0.2,0.4,2.3,"shooting2",0.432209110408581
"743","Kadeem Allen","NYK","G",FALSE,FALSE,TRUE,19,21.9,2.5,46.2,0.9,47.2,2.2,77.8,9.5,27,41.3,3.4,2.5,1.5,3.8,0.9,0.8,4,0.2,0.4,2.3,"others1",0.531534392913734
"744","Kadeem Allen","NYK","G",FALSE,FALSE,TRUE,19,21.9,2.5,46.2,0.9,47.2,2.2,77.8,9.5,27,41.3,3.4,2.5,1.5,3.8,0.9,0.8,4,0.2,0.4,2.3,"others2",1.63745787756754
"745","Karl-Anthony Towns","MIN","C",TRUE,FALSE,FALSE,77,33,7,56.1,1.8,40,4.9,83.6,7.9,22.7,49.5,8.3,-0.3,1.6,14.7,1.4,0.9,3.4,1.6,3.4,9,"shooting1",-0.467371452899071
"746","Karl-Anthony Towns","MIN","C",TRUE,FALSE,FALSE,77,33,7,56.1,1.8,40,4.9,83.6,7.9,22.7,49.5,8.3,-0.3,1.6,14.7,1.4,0.9,3.4,1.6,3.4,9,"shooting2",3.66673590228183
"747","Karl-Anthony Towns","MIN","C",TRUE,FALSE,FALSE,77,33,7,56.1,1.8,40,4.9,83.6,7.9,22.7,49.5,8.3,-0.3,1.6,14.7,1.4,0.9,3.4,1.6,3.4,9,"others1",-6.5167806065949
"748","Karl-Anthony Towns","MIN","C",TRUE,FALSE,FALSE,77,33,7,56.1,1.8,40,4.9,83.6,7.9,22.7,49.5,8.3,-0.3,1.6,14.7,1.4,0.9,3.4,1.6,3.4,9,"others2",-2.99926901259761
"749","Kawhi Leonard","TOR","F",FALSE,TRUE,FALSE,60,34,7.5,54.2,1.9,37.1,6.1,85.4,19,21.1,37.1,4.6,-2,3.2,7.1,1.7,1.8,3.3,0.4,1.3,6,"shooting1",-0.00698058873542889
"750","Kawhi Leonard","TOR","F",FALSE,TRUE,FALSE,60,34,7.5,54.2,1.9,37.1,6.1,85.4,19,21.1,37.1,4.6,-2,3.2,7.1,1.7,1.8,3.3,0.4,1.3,6,"shooting2",4.71444953856928
"751","Kawhi Leonard","TOR","F",FALSE,TRUE,FALSE,60,34,7.5,54.2,1.9,37.1,6.1,85.4,19,21.1,37.1,4.6,-2,3.2,7.1,1.7,1.8,3.3,0.4,1.3,6,"others1",-3.88938599513652
"752","Kawhi Leonard","TOR","F",FALSE,TRUE,FALSE,60,34,7.5,54.2,1.9,37.1,6.1,85.4,19,21.1,37.1,4.6,-2,3.2,7.1,1.7,1.8,3.3,0.4,1.3,6,"others2",2.19336178631398
"753","Keita Bates-Diop","MIN","F",FALSE,TRUE,FALSE,30,16.8,1.6,52.2,0.4,25,0.6,64.3,5.3,25.8,57,3.3,-1.9,1.1,5.3,0.4,0.6,0.6,0.5,0.5,2.2,"shooting1",-1.39133820756598
"754","Keita Bates-Diop","MIN","F",FALSE,TRUE,FALSE,30,16.8,1.6,52.2,0.4,25,0.6,64.3,5.3,25.8,57,3.3,-1.9,1.1,5.3,0.4,0.6,0.6,0.5,0.5,2.2,"shooting2",-1.44716404694488
"755","Keita Bates-Diop","MIN","F",FALSE,TRUE,FALSE,30,16.8,1.6,52.2,0.4,25,0.6,64.3,5.3,25.8,57,3.3,-1.9,1.1,5.3,0.4,0.6,0.6,0.5,0.5,2.2,"others1",1.26210648707255
"756","Keita Bates-Diop","MIN","F",FALSE,TRUE,FALSE,30,16.8,1.6,52.2,0.4,25,0.6,64.3,5.3,25.8,57,3.3,-1.9,1.1,5.3,0.4,0.6,0.6,0.5,0.5,2.2,"others2",-0.734345264731473
"757","Kelly Olynyk","MIA","F",FALSE,TRUE,FALSE,79,22.9,1.9,60.4,1.4,35.4,1.9,82.2,3.8,43.1,33.8,4.6,0,1.5,6.9,0.7,0.7,1.8,0.5,0.9,3.8,"shooting1",0.576339582463351
"758","Kelly Olynyk","MIA","F",FALSE,TRUE,FALSE,79,22.9,1.9,60.4,1.4,35.4,1.9,82.2,3.8,43.1,33.8,4.6,0,1.5,6.9,0.7,0.7,1.8,0.5,0.9,3.8,"shooting2",0.19657846204888
"759","Kelly Olynyk","MIA","F",FALSE,TRUE,FALSE,79,22.9,1.9,60.4,1.4,35.4,1.9,82.2,3.8,43.1,33.8,4.6,0,1.5,6.9,0.7,0.7,1.8,0.5,0.9,3.8,"others1",-0.450784643491995
"760","Kelly Olynyk","MIA","F",FALSE,TRUE,FALSE,79,22.9,1.9,60.4,1.4,35.4,1.9,82.2,3.8,43.1,33.8,4.6,0,1.5,6.9,0.7,0.7,1.8,0.5,0.9,3.8,"others2",-0.381338446994469
"761","Kelly Oubre Jr.","PHX","F",FALSE,TRUE,FALSE,69,28,3.9,53.1,1.6,32,2.7,77.5,5,30.9,46,4.7,0.9,3,6.4,0.8,1.2,1.2,0.9,1,3.7,"shooting1",-0.184845188042816
